"Day","Shift","Run","AssayRow","AssayCol","A450","A650"
1,"Day",7,"8","11",0.526,0.037
1,"Day",7,"1","12",0.418,0.037
1,"Day",7,"2","12",0.513,0.037
1,"Day",7,"3","12",0.523,0.039
1,"Day",7,"4","12",0.502,0.039
1,"Day",7,"5","12",0.512,0.04
1,"Day",7,"6","12",0.594,0.038
1,"Day",7,"7","12",0.507,0.035
1,"Day",7,"8","12",0.4,0.037
1,"Day",8,"1","1",0.445,0.043
1,"Day",8,"2","1",0.432,0.037
1,"Day",8,"3","1",0.442,0.038
1,"Day",8,"4","1",0.463,0.04
1,"Day",8,"5","1",0.463,0.043
1,"Day",8,"6","1",0.499,0.037
1,"Day",8,"7","1",0.528,0.036
1,"Day",8,"8","1",0.541,0.038
1,"Day",8,"1","2",0.426,0.038
1,"Day",8,"2","2",0.466,0.037
1,"Day",8,"3","2",0.482,0.037
1,"Day",8,"4","2",0.498,0.041
1,"Day",8,"5","2",0.48,0.042
1,"Day",8,"6","2",0.477,0.036
1,"Day",8,"7","2",0.484,0.036
1,"Day",8,"8","2",0.469,0.037
1,"Day",8,"1","3",0.49,0.039
1,"Day",8,"2","3",0.48,0.037
1,"Day",8,"3","3",0.532,0.044
1,"Day",8,"4","3",0.427,0.038
1,"Day",8,"5","3",0.505,0.052
1,"Day",8,"6","3",0.527,0.039
1,"Day",8,"7","3",0.448,0.035
1,"Day",8,"8","3",0.482,0.038
1,"Day",8,"1","4",0.479,0.04
1,"Day",8,"2","4",0.492,0.044
1,"Day",8,"3","4",0.557,0.041
1,"Day",8,"4","4",0.551,0.04
1,"Day",8,"5","4",0.504,0.05
1,"Day",8,"6","4",0.448,0.037
1,"Day",8,"7","4",0.46,0.037
1,"Day",8,"8","4",0.461,0.036
1,"Day",8,"1","5",0.536,0.038
1,"Day",8,"2","5",0.465,0.036
1,"Day",8,"3","5",0.506,0.04
1,"Day",8,"4","5",0.46,0.037
1,"Day",8,"5","5",0.499,0.038
1,"Day",8,"6","5",0.502,0.038
1,"Day",8,"7","5",0.47,0.036
1,"Day",8,"8","5",0.451,0.035
1,"Day",8,"1","6",0.478,0.038
1,"Day",8,"2","6",0.489,0.04
1,"Day",8,"3","6",0.515,0.04
1,"Day",8,"4","6",0.535,0.041
1,"Day",8,"5","6",0.484,0.039
1,"Day",8,"6","6",0.486,0.037
1,"Day",8,"7","6",0.467,0.038
1,"Day",8,"8","6",0.511,0.037
1,"Day",8,"1","7",0.559,0.04
1,"Day",8,"2","7",0.495,0.037
1,"Day",8,"3","7",0.546,0.04
1,"Day",8,"4","7",0.484,0.04
1,"Day",8,"5","7",0.519,0.038
1,"Day",8,"6","7",0.495,0.037
1,"Day",8,"7","7",0.467,0.036
1,"Day",8,"8","7",0.52,0.037
1,"Day",8,"1","8",0.48,0.038
1,"Day",8,"2","8",0.493,0.038
1,"Day",8,"3","8",0.508,0.039
1,"Day",8,"4","8",0.495,0.041
1,"Day",8,"5","8",0.54,0.04
1,"Day",8,"6","8",0.487,0.036
1,"Day",8,"7","8",0.475,0.037
1,"Day",8,"8","8",0.519,0.038
1,"Day",8,"1","9",0.499,0.041
1,"Day",8,"2","9",0.512,0.04
1,"Day",8,"3","9",0.547,0.041
1,"Day",8,"4","9",0.496,0.042
1,"Day",8,"5","9",0.515,0.04
1,"Day",8,"6","9",0.5,0.037
1,"Day",8,"7","9",0.479,0.036
1,"Day",8,"8","9",0.507,0.039
1,"Day",8,"1","10",0.516,0.045
1,"Day",8,"2","10",0.536,0.044
1,"Day",8,"3","10",0.475,0.042
1,"Day",8,"4","10",0.531,0.04
1,"Day",8,"5","10",0.501,0.04
1,"Day",8,"6","10",0.483,0.038
1,"Day",8,"7","10",0.469,0.037
1,"Day",8,"8","10",0.567,0.041
1,"Day",8,"1","11",0.47,0.039
1,"Day",8,"2","11",0.48,0.036
1,"Day",8,"3","11",0.467,0.04
1,"Day",8,"4","11",0.445,0.038
1,"Day",8,"5","11",0.472,0.039
1,"Day",8,"6","11",0.5,0.037
1,"Day",8,"7","11",0.477,0.035
1,"Day",8,"8","11",0.547,0.038
1,"Day",8,"1","12",0.463,0.039
1,"Day",8,"2","12",0.521,0.038
1,"Day",8,"3","12",0.494,0.039
1,"Day",8,"4","12",0.494,0.04
1,"Day",8,"5","12",0.497,0.039
1,"Day",8,"6","12",0.511,0.037
1,"Day",8,"7","12",0.555,0.037
1,"Day",8,"8","12",0.509,0.038
1,"Day",9,"1","1",0.39,0.037
1,"Day",9,"2","1",0.419,0.034
1,"Day",9,"3","1",0.435,0.036
1,"Day",9,"4","1",0.472,0.038
1,"Day",9,"5","1",0.471,0.038
1,"Day",9,"6","1",0.464,0.036
1,"Day",9,"7","1",0.501,0.036
1,"Day",9,"8","1",0.534,0.038
1,"Day",9,"1","2",0.388,0.036
1,"Day",9,"2","2",0.435,0.035
1,"Day",9,"3","2",0.416,0.036
1,"Day",9,"4","2",0.465,0.038
1,"Day",9,"5","2",0.437,0.038
1,"Day",9,"6","2",0.475,0.035
1,"Day",9,"7","2",0.525,0.036
1,"Day",9,"8","2",0.495,0.037
1,"Day",9,"1","3",0.465,0.038
1,"Day",9,"2","3",0.412,0.036
1,"Day",9,"3","3",0.471,0.039
1,"Day",9,"4","3",0.504,0.039
1,"Day",9,"5","3",0.48,0.038
1,"Day",9,"6","3",0.451,0.037
1,"Day",9,"7","3",0.471,0.036
1,"Day",9,"8","3",0.495,0.038
1,"Day",9,"1","4",0.431,0.037
1,"Day",9,"2","4",0.507,0.036
1,"Day",9,"3","4",0.494,0.038
1,"Day",9,"4","4",0.484,0.038
1,"Day",9,"5","4",0.46,0.038
1,"Day",9,"6","4",0.459,0.036
1,"Day",9,"7","4",0.503,0.037
1,"Day",9,"8","4",0.519,0.038
1,"Day",9,"1","5",0.486,0.038
1,"Day",9,"2","5",0.457,0.034
1,"Day",9,"3","5",0.497,0.037
1,"Day",9,"4","5",0.492,0.038
1,"Day",9,"5","5",0.474,0.037
1,"Day",9,"6","5",0.449,0.036
1,"Day",9,"7","5",0.48,0.036
1,"Day",9,"8","5",0.424,0.035
1,"Day",9,"1","6",0.424,0.037
1,"Day",9,"2","6",0.545,0.037
1,"Day",9,"3","6",0.511,0.037
1,"Day",9,"4","6",0.46,0.037
1,"Day",9,"5","6",0.459,0.039
1,"Day",9,"6","6",0.467,0.036
1,"Day",9,"7","6",0.478,0.037
1,"Day",9,"8","6",0.575,0.038
1,"Day",9,"1","7",0.452,0.038
1,"Day",9,"2","7",0.412,0.034
1,"Day",9,"3","7",0.43,0.036
1,"Day",9,"4","7",0.462,0.037
1,"Day",9,"5","7",0.452,0.039
1,"Day",9,"6","7",0.442,0.037
1,"Day",9,"7","7",0.449,0.036
1,"Day",9,"8","7",0.498,0.04
1,"Day",9,"1","8",0.419,0.038
1,"Day",9,"2","8",0.376,0.034
1,"Day",9,"3","8",0.428,0.036
1,"Day",9,"4","8",0.388,0.038
1,"Day",9,"5","8",0.432,0.039
1,"Day",9,"6","8",0.445,0.036
1,"Day",9,"7","8",0.465,0.035
1,"Day",9,"8","8",0.494,0.037
1,"Day",9,"1","9",0.416,0.039
1,"Day",9,"2","9",0.395,0.035
1,"Day",9,"3","9",0.47,0.041
1,"Day",9,"4","9",0.43,0.037
1,"Day",9,"5","9",0.464,0.042
1,"Day",9,"6","9",0.448,0.036
1,"Day",9,"7","9",0.417,0.034
1,"Day",9,"8","9",0.509,0.038
1,"Day",9,"1","10",0.392,0.039
1,"Day",9,"2","10",0.401,0.037
1,"Day",9,"3","10",0.407,0.039
1,"Day",9,"4","10",0.396,0.04
1,"Day",9,"5","10",0.475,0.046
1,"Day",9,"6","10",0.426,0.037
1,"Day",9,"7","10",0.512,0.038
1,"Day",9,"8","10",0.516,0.04
1,"Day",9,"1","11",0.438,0.039
1,"Day",9,"2","11",0.383,0.035
1,"Day",9,"3","11",0.389,0.039
1,"Day",9,"4","11",0.407,0.039
1,"Day",9,"5","11",0.437,0.04
1,"Day",9,"6","11",0.468,0.037
1,"Day",9,"7","11",0.436,0.036
1,"Day",9,"8","11",0.5,0.038
1,"Day",9,"1","12",0.341,0.039
1,"Day",9,"2","12",0.388,0.034
1,"Day",9,"3","12",0.413,0.038
1,"Day",9,"4","12",0.416,0.038
1,"Day",9,"5","12",0.403,0.038
1,"Day",9,"6","12",0.443,0.037
1,"Day",9,"7","12",0.459,0.037
1,"Day",9,"8","12",0.408,0.035
1,"Day",10,"1","1",0.428,0.036
1,"Day",10,"2","1",0.452,0.035
1,"Day",10,"3","1",0.482,0.036
1,"Day",10,"4","1",0.502,0.037
1,"Day",10,"5","1",0.478,0.037
1,"Day",10,"6","1",0.501,0.035
1,"Day",10,"7","1",0.521,0.036
1,"Day",10,"8","1",0.505,0.036
1,"Day",10,"1","2",0.485,0.037
1,"Day",10,"2","2",0.491,0.035
1,"Day",10,"3","2",0.502,0.037
1,"Day",10,"4","2",0.465,0.038
1,"Day",10,"5","2",0.486,0.037
1,"Day",10,"6","2",0.493,0.035
1,"Day",10,"7","2",0.53,0.035
1,"Day",10,"8","2",0.44,0.036
1,"Day",10,"1","3",0.432,0.034
1,"Day",10,"2","3",0.461,0.034
1,"Day",10,"3","3",0.448,0.034
1,"Day",10,"4","3",0.485,0.036
1,"Day",10,"5","3",0.452,0.036
1,"Day",10,"6","3",0.466,0.034
1,"Day",10,"7","3",0.424,0.034
1,"Day",10,"8","3",0.493,0.037
1,"Day",10,"1","4",0.491,0.036
1,"Day",10,"2","4",0.537,0.037
1,"Day",10,"3","4",0.502,0.036
1,"Day",10,"4","4",0.498,0.036
1,"Day",10,"5","4",0.494,0.036
1,"Day",10,"6","4",0.462,0.036
1,"Day",10,"7","4",0.481,0.035
1,"Day",10,"8","4",0.437,0.037
1,"Day",10,"1","5",0.491,0.038
1,"Day",10,"2","5",0.484,0.036
1,"Day",10,"3","5",0.53,0.038
1,"Day",10,"4","5",0.491,0.037
1,"Day",10,"5","5",0.47,0.035
1,"Day",10,"6","5",0.462,0.034
1,"Day",10,"7","5",0.434,0.035
1,"Day",10,"8","5",0.428,0.035
1,"Day",10,"1","6",0.483,0.037
1,"Day",10,"2","6",0.507,0.036
1,"Day",10,"3","6",0.566,0.038
1,"Day",10,"4","6",0.509,0.037
1,"Day",10,"5","6",0.466,0.038
1,"Day",10,"6","6",0.549,0.036
1,"Day",10,"7","6",0.487,0.035
1,"Day",10,"8","6",0.44,0.037
1,"Day",10,"1","7",0.552,0.039
1,"Day",10,"2","7",0.56,0.037
1,"Day",10,"3","7",0.529,0.039
1,"Day",10,"4","7",0.522,0.039
1,"Day",10,"5","7",0.522,0.038
1,"Day",10,"6","7",0.521,0.036
1,"Day",10,"7","7",0.483,0.036
1,"Day",10,"8","7",0.495,0.037
1,"Day",10,"1","8",0.519,0.039
1,"Day",10,"2","8",0.551,0.037
1,"Day",10,"3","8",0.521,0.039
1,"Day",10,"4","8",0.503,0.04
1,"Day",10,"5","8",0.508,0.04
1,"Day",10,"6","8",0.499,0.037
1,"Day",10,"7","8",0.495,0.035
1,"Day",10,"8","8",0.538,0.038
1,"Day",10,"1","9",0.503,0.04
1,"Day",10,"2","9",0.494,0.036
1,"Day",10,"3","9",0.569,0.04
1,"Day",10,"4","9",0.481,0.038
1,"Day",10,"5","9",0.543,0.038
1,"Day",10,"6","9",0.513,0.037
1,"Day",10,"7","9",0.468,0.035
1,"Day",10,"8","9",0.485,0.037
1,"Day",10,"1","10",0.5,0.039
1,"Day",10,"2","10",0.537,0.038
1,"Day",10,"3","10",0.458,0.04
1,"Day",10,"4","10",0.464,0.039
1,"Day",10,"5","10",0.551,0.039
1,"Day",10,"6","10",0.507,0.036
1,"Day",10,"7","10",0.472,0.036
1,"Day",10,"8","10",0.582,0.04
1,"Day",10,"1","11",0.496,0.041
1,"Day",10,"2","11",0.497,0.037
1,"Day",10,"3","11",0.543,0.04
1,"Day",10,"4","11",0.494,0.038
1,"Day",10,"5","11",0.509,0.04
1,"Day",10,"6","11",0.543,0.038
1,"Day",10,"7","11",0.525,0.035
1,"Day",10,"8","11",0.551,0.038
1,"Day",10,"1","12",0.51,0.04
1,"Day",10,"2","12",0.526,0.037
1,"Day",10,"3","12",0.487,0.039
1,"Day",10,"4","12",0.525,0.041
1,"Day",10,"5","12",0.552,0.041
1,"Day",10,"6","12",0.562,0.039
1,"Day",10,"7","12",0.579,0.037
1,"Day",10,"8","12",0.599,0.039
1,"Day",11,"1","1",0.5,0.038
1,"Day",11,"2","1",0.454,0.035
1,"Day",11,"3","1",0.495,0.037
1,"Day",11,"4","1",0.477,0.038
1,"Day",11,"5","1",0.538,0.038
1,"Day",11,"6","1",0.486,0.036
1,"Day",11,"7","1",0.516,0.036
1,"Day",11,"8","1",0.514,0.037
1,"Day",11,"1","2",0.445,0.038
1,"Day",11,"2","2",0.534,0.036
1,"Day",11,"3","2",0.533,0.037
1,"Day",11,"4","2",0.481,0.039
1,"Day",11,"5","2",0.515,0.039
1,"Day",11,"6","2",0.541,0.036
1,"Day",11,"7","2",0.53,0.036
1,"Day",11,"8","2",0.491,0.035
1,"Day",11,"1","3",0.57,0.039
1,"Day",11,"2","3",0.533,0.037
1,"Day",11,"3","3",0.569,0.038
1,"Day",11,"4","3",0.568,0.04
1,"Day",11,"5","3",0.528,0.038
1,"Day",11,"6","3",0.517,0.036
1,"Day",11,"7","3",0.619,0.038
1,"Day",11,"8","3",0.608,0.038
1,"Day",11,"1","4",0.574,0.04
1,"Day",11,"2","4",0.566,0.036
1,"Day",11,"3","4",0.583,0.038
1,"Day",11,"4","4",0.545,0.04
1,"Day",11,"5","4",0.576,0.04
1,"Day",11,"6","4",0.539,0.036
1,"Day",11,"7","4",0.616,0.039
1,"Day",11,"8","4",0.573,0.038
1,"Day",11,"1","5",0.645,0.041
1,"Day",11,"2","5",0.57,0.037
1,"Day",11,"3","5",0.635,0.04
1,"Day",11,"4","5",0.615,0.039
1,"Day",11,"5","5",0.596,0.039
1,"Day",11,"6","5",0.567,0.037
1,"Day",11,"7","5",0.636,0.038
1,"Day",11,"8","5",0.595,0.037
1,"Day",11,"1","6",0.632,0.041
1,"Day",11,"2","6",0.643,0.039
1,"Day",11,"3","6",0.66,0.04
1,"Day",11,"4","6",0.501,0.038
1,"Day",11,"5","6",0.583,0.038
1,"Day",11,"6","6",0.664,0.04
1,"Day",11,"7","6",0.682,0.04
1,"Day",11,"8","6",0.575,0.038
1,"Day",11,"1","7",0.558,0.04
1,"Day",11,"2","7",0.651,0.039
1,"Day",11,"3","7",0.634,0.041
1,"Day",11,"4","7",0.589,0.04
1,"Day",11,"5","7",0.603,0.04
1,"Day",11,"6","7",0.597,0.039
1,"Day",11,"7","7",0.633,0.039
1,"Day",11,"8","7",0.734,0.04
1,"Day",11,"1","8",0.645,0.04
1,"Day",11,"2","8",0.618,0.039
1,"Day",11,"3","8",0.643,0.041
1,"Day",11,"4","8",0.551,0.039
1,"Day",11,"5","8",0.548,0.039
1,"Day",11,"6","8",0.615,0.04
1,"Day",11,"7","8",0.645,0.038
1,"Day",11,"8","8",0.622,0.039
1,"Day",11,"1","9",0.526,0.041
1,"Day",11,"2","9",0.623,0.037
1,"Day",11,"3","9",0.69,0.042
1,"Day",11,"4","9",0.549,0.04
1,"Day",11,"5","9",0.56,0.041
1,"Day",11,"6","9",0.595,0.039
1,"Day",11,"7","9",0.556,0.038
1,"Day",11,"8","9",0.735,0.041
1,"Day",11,"1","10",0.538,0.04
1,"Day",11,"2","10",0.563,0.039
1,"Day",11,"3","10",0.633,0.042
1,"Day",11,"4","10",0.601,0.04
1,"Day",11,"5","10",0.623,0.04
1,"Day",11,"6","10",0.737,0.041
1,"Day",11,"7","10",0.669,0.039
1,"Day",11,"8","10",0.696,0.04
1,"Day",11,"1","11",0.533,0.04
1,"Day",11,"2","11",0.647,0.038
1,"Day",11,"3","11",0.663,0.042
1,"Day",11,"4","11",0.59,0.04
1,"Day",11,"5","11",0.611,0.042
1,"Day",11,"6","11",0.679,0.041
1,"Day",11,"7","11",0.653,0.038
1,"Day",11,"8","11",0.762,0.041
1,"Day",11,"1","12",0.446,0.039
1,"Day",11,"2","12",0.609,0.039
1,"Day",11,"3","12",0.631,0.041
1,"Day",11,"4","12",0.582,0.039
1,"Day",11,"5","12",0.693,0.041
1,"Day",11,"6","12",0.698,0.04
1,"Day",11,"7","12",0.685,0.039
1,"Day",11,"8","12",0.55,0.038
1,"Day",12,"1","1",0.405,0.037
1,"Day",12,"2","1",0.477,0.034
1,"Day",12,"3","1",0.461,0.038
1,"Day",12,"4","1",0.46,0.038
1,"Day",12,"5","1",0.447,0.038
1,"Day",12,"6","1",0.468,0.036
1,"Day",12,"7","1",0.439,0.036
1,"Day",12,"8","1",0.557,0.038
1,"Day",12,"1","2",0.383,0.037
1,"Day",12,"2","2",0.425,0.036
1,"Day",12,"3","2",0.452,0.037
1,"Day",12,"4","2",0.434,0.037
1,"Day",12,"5","2",0.464,0.037
1,"Day",12,"6","2",0.446,0.035
1,"Day",12,"7","2",0.404,0.033
1,"Day",12,"8","2",0.44,0.037
1,"Day",12,"1","3",0.397,0.037
1,"Day",12,"2","3",0.509,0.036
1,"Day",12,"3","3",0.489,0.037
1,"Day",12,"4","3",0.457,0.037
1,"Day",12,"5","3",0.427,0.037
1,"Day",12,"6","3",0.441,0.036
1,"Day",12,"7","3",0.398,0.036
1,"Day",12,"8","3",0.444,0.036
1,"Day",12,"1","4",0.397,0.038
1,"Day",12,"2","4",0.453,0.036
1,"Day",12,"3","4",0.483,0.037
1,"Day",12,"4","4",0.463,0.037
1,"Day",12,"5","4",0.403,0.038
1,"Day",12,"6","4",0.445,0.036
1,"Day",12,"7","4",0.458,0.037
1,"Day",12,"8","4",0.404,0.036
1,"Day",12,"1","5",0.412,0.038
1,"Day",12,"2","5",0.485,0.036
1,"Day",12,"3","5",0.526,0.039
1,"Day",12,"4","5",0.467,0.038
1,"Day",12,"5","5",0.433,0.036
1,"Day",12,"6","5",0.43,0.036
1,"Day",12,"7","5",0.398,0.035
1,"Day",12,"8","5",0.489,0.037
1,"Day",12,"1","6",0.416,0.037
1,"Day",12,"2","6",0.458,0.038
1,"Day",12,"3","6",0.501,0.038
1,"Day",12,"4","6",0.404,0.037
1,"Day",12,"5","6",0.441,0.038
1,"Day",12,"6","6",0.512,0.037
1,"Day",12,"7","6",0.443,0.037
1,"Day",12,"8","6",0.447,0.037
1,"Day",12,"1","7",0.439,0.036
1,"Day",12,"2","7",0.432,0.036
1,"Day",12,"3","7",0.455,0.038
1,"Day",12,"4","7",0.395,0.038
1,"Day",12,"5","7",0.425,0.037
1,"Day",12,"6","7",0.375,0.036
1,"Day",12,"7","7",0.414,0.035
1,"Day",12,"8","7",0.455,0.037
1,"Day",12,"1","8",0.446,0.038
1,"Day",12,"2","8",0.393,0.035
1,"Day",12,"3","8",0.486,0.038
1,"Day",12,"4","8",0.421,0.038
1,"Day",12,"5","8",0.386,0.037
1,"Day",12,"6","8",0.378,0.036
1,"Day",12,"7","8",0.362,0.035
1,"Day",12,"8","8",0.401,0.036
1,"Day",12,"1","9",0.498,0.039
1,"Day",12,"2","9",0.386,0.036
1,"Day",12,"3","9",0.478,0.039
1,"Day",12,"4","9",0.348,0.036
1,"Day",12,"5","9",0.388,0.037
1,"Day",12,"6","9",0.408,0.035
1,"Day",12,"7","9",0.36,0.034
1,"Day",12,"8","9",0.401,0.037
1,"Day",12,"1","10",0.391,0.036
1,"Day",12,"2","10",0.406,0.036
1,"Day",12,"3","10",0.404,0.038
1,"Day",12,"4","10",0.422,0.039
1,"Day",12,"5","10",0.395,0.036
1,"Day",12,"6","10",0.351,0.036
1,"Day",12,"7","10",0.379,0.036
1,"Day",12,"8","10",0.407,0.037
1,"Day",12,"1","11",0.46,0.039
1,"Day",12,"2","11",0.434,0.036
1,"Day",12,"3","11",0.443,0.039
1,"Day",12,"4","11",0.366,0.038
1,"Day",12,"5","11",0.38,0.039
1,"Day",12,"6","11",0.408,0.037
1,"Day",12,"7","11",0.372,0.036
1,"Day",12,"8","11",0.437,0.038
1,"Day",12,"1","12",0.415,0.039
1,"Day",12,"2","12",0.404,0.036
1,"Day",12,"3","12",0.455,0.039
1,"Day",12,"4","12",0.443,0.038
1,"Day",12,"5","12",0.427,0.038
1,"Day",12,"6","12",0.443,0.036
1,"Day",12,"7","12",0.402,0.036
1,"Day",12,"8","12",0.388,0.036
1,"Day",13,"1","1",0.322,0.035
1,"Day",13,"2","1",0.388,0.034
1,"Day",13,"3","1",0.366,0.035
1,"Day",13,"4","1",0.381,0.036
1,"Day",13,"5","1",0.395,0.037
1,"Day",13,"6","1",0.375,0.034
1,"Day",13,"7","1",0.359,0.035
1,"Day",13,"8","1",0.367,0.036
1,"Day",13,"1","2",0.34,0.035
1,"Day",13,"2","2",0.367,0.034
1,"Day",13,"3","2",0.341,0.034
1,"Day",13,"4","2",0.381,0.037
1,"Day",13,"5","2",0.402,0.036
1,"Day",13,"6","2",0.344,0.033
1,"Day",13,"7","2",0.345,0.034
1,"Day",13,"8","2",0.321,0.035
1,"Day",13,"1","3",0.354,0.036
1,"Day",13,"2","3",0.355,0.034
1,"Day",13,"3","3",0.385,0.036
1,"Day",13,"4","3",0.393,0.037
1,"Day",13,"5","3",0.405,0.037
1,"Day",13,"6","3",0.393,0.034
1,"Day",13,"7","3",0.362,0.035
1,"Day",13,"8","3",0.347,0.036
1,"Day",13,"1","4",0.427,0.042
1,"Day",13,"2","4",0.41,0.037
1,"Day",13,"3","4",0.435,0.039
1,"Day",13,"4","4",0.409,0.038
1,"Day",13,"5","4",0.366,0.038
1,"Day",13,"6","4",0.44,0.038
1,"Day",13,"7","4",0.405,0.038
1,"Day",13,"8","4",0.341,0.037
1,"Day",13,"1","5",0.342,0.035
1,"Day",13,"2","5",0.35,0.033
1,"Day",13,"3","5",0.397,0.036
1,"Day",13,"4","5",0.414,0.037
1,"Day",13,"5","5",0.404,0.036
1,"Day",13,"6","5",0.396,0.035
1,"Day",13,"7","5",0.328,0.035
1,"Day",13,"8","5",0.307,0.034
1,"Day",13,"1","6",0.364,0.037
1,"Day",13,"2","6",0.37,0.035
1,"Day",13,"3","6",0.382,0.036
1,"Day",13,"4","6",0.368,0.036
1,"Day",13,"5","6",0.334,0.036
1,"Day",13,"6","6",0.4,0.038
1,"Day",13,"7","6",0.369,0.036
1,"Day",13,"8","6",0.296,0.039
1,"Day",13,"1","7",0.387,0.036
1,"Day",13,"2","7",0.362,0.035
1,"Day",13,"3","7",0.372,0.037
1,"Day",13,"4","7",0.371,0.037
1,"Day",13,"5","7",0.41,0.039
1,"Day",13,"6","7",0.366,0.037
1,"Day",13,"7","7",0.366,0.041
1,"Day",13,"8","7",0.336,0.034
1,"Day",13,"1","8",0.51,0.039
1,"Day",13,"2","8",0.395,0.035
1,"Day",13,"3","8",0.43,0.038
1,"Day",13,"4","8",0.4,0.04
1,"Day",13,"5","8",0.362,0.036
1,"Day",13,"6","8",0.383,0.035
1,"Day",13,"7","8",0.379,0.044
1,"Day",13,"8","8",0.359,0.036
1,"Day",13,"1","9",0.489,0.039
1,"Day",13,"2","9",0.369,0.034
1,"Day",13,"3","9",0.444,0.038
1,"Day",13,"4","9",0.352,0.037
1,"Day",13,"5","9",0.467,0.039
1,"Day",13,"6","9",0.417,0.037
1,"Day",13,"7","9",0.342,0.037
1,"Day",13,"8","9",0.392,0.037
1,"Day",13,"1","10",0.444,0.037
1,"Day",13,"2","10",0.378,0.036
1,"Day",13,"3","10",0.426,0.038
1,"Day",13,"4","10",0.378,0.037
1,"Day",13,"5","10",0.419,0.037
1,"Day",13,"6","10",0.46,0.04
1,"Day",13,"7","10",0.446,0.039
1,"Day",13,"8","10",0.426,0.036
1,"Day",13,"1","11",0.413,0.036
1,"Day",13,"2","11",0.37,0.034
1,"Day",13,"3","11",0.381,0.039
1,"Day",13,"4","11",0.365,0.036
1,"Day",13,"5","11",0.465,0.043
1,"Day",13,"6","11",0.441,0.039
1,"Day",13,"7","11",0.411,0.038
1,"Day",13,"8","11",0.371,0.035
1,"Day",13,"1","12",0.383,0.038
1,"Day",13,"2","12",0.415,0.036
1,"Day",13,"3","12",0.477,0.04
1,"Day",13,"4","12",0.428,0.038
1,"Day",13,"5","12",0.577,0.039
1,"Day",13,"6","12",0.65,0.043
1,"Day",13,"7","12",0.475,0.036
1,"Day",13,"8","12",0.469,0.036
1,"Day",14,"1","1",0.406,0.037
1,"Day",14,"2","1",0.386,0.034
1,"Day",14,"3","1",0.425,0.037
1,"Day",14,"4","1",0.426,0.037
1,"Day",14,"5","1",0.459,0.038
1,"Day",14,"6","1",0.495,0.036
1,"Day",14,"7","1",0.518,0.037
1,"Day",14,"8","1",0.487,0.037
1,"Day",14,"1","2",0.391,0.037
1,"Day",14,"2","2",0.417,0.035
1,"Day",14,"3","2",0.431,0.036
1,"Day",14,"4","2",0.422,0.038
1,"Day",14,"5","2",0.45,0.037
1,"Day",14,"6","2",0.447,0.036
1,"Day",14,"7","2",0.473,0.034
1,"Day",14,"8","2",0.525,0.037
1,"Day",14,"1","3",0.414,0.038
1,"Day",14,"2","3",0.406,0.036
1,"Day",14,"3","3",0.449,0.035
1,"Day",14,"4","3",0.458,0.036
1,"Day",14,"5","3",0.479,0.037
1,"Day",14,"6","3",0.501,0.036
1,"Day",14,"7","3",0.504,0.036
1,"Day",14,"8","3",0.496,0.038
1,"Day",14,"1","4",0.392,0.037
1,"Day",14,"2","4",0.383,0.035
1,"Day",14,"3","4",0.476,0.038
1,"Day",14,"4","4",0.435,0.037
1,"Day",14,"5","4",0.43,0.037
1,"Day",14,"6","4",0.458,0.036
1,"Day",14,"7","4",0.505,0.037
1,"Day",14,"8","4",0.509,0.037
1,"Day",14,"1","5",0.473,0.037
1,"Day",14,"2","5",0.409,0.035
1,"Day",14,"3","5",0.467,0.038
1,"Day",14,"4","5",0.473,0.038
1,"Day",14,"5","5",0.468,0.037
1,"Day",14,"6","5",0.505,0.036
1,"Day",14,"7","5",0.513,0.036
1,"Day",14,"8","5",0.433,0.034
1,"Day",14,"1","6",0.395,0.037
1,"Day",14,"2","6",0.407,0.036
1,"Day",14,"3","6",0.444,0.036
1,"Day",14,"4","6",0.434,0.038
1,"Day",14,"5","6",0.452,0.038
1,"Day",14,"6","6",0.5,0.037
1,"Day",14,"7","6",0.512,0.038
1,"Day",14,"8","6",0.505,0.037
1,"Day",14,"1","7",0.488,0.038
1,"Day",14,"2","7",0.487,0.044
1,"Day",14,"3","7",0.499,0.038
1,"Day",14,"4","7",0.478,0.038
1,"Day",14,"5","7",0.512,0.039
1,"Day",14,"6","7",0.455,0.036
1,"Day",14,"7","7",0.501,0.036
1,"Day",14,"8","7",0.484,0.037
1,"Day",14,"1","8",0.464,0.038
1,"Day",14,"2","8",0.555,0.038
1,"Day",14,"3","8",0.556,0.038
1,"Day",14,"4","8",0.49,0.039
1,"Day",14,"5","8",0.466,0.038
1,"Day",14,"6","8",0.519,0.037
1,"Day",14,"7","8",0.453,0.036
1,"Day",14,"8","8",0.572,0.039
1,"Day",14,"1","9",0.481,0.039
1,"Day",14,"2","9",0.451,0.036
1,"Day",14,"3","9",0.492,0.038
1,"Day",14,"4","9",0.513,0.038
1,"Day",14,"5","9",0.516,0.038
1,"Day",14,"6","9",0.432,0.036
1,"Day",14,"7","9",0.457,0.035
1,"Day",14,"8","9",0.463,0.037
1,"Day",14,"1","10",0.407,0.037
1,"Day",14,"2","10",0.574,0.037
1,"Day",14,"3","10",0.471,0.038
1,"Day",14,"4","10",0.423,0.038
1,"Day",14,"5","10",0.465,0.039
1,"Day",14,"6","10",0.47,0.037
1,"Day",14,"7","10",0.426,0.036
1,"Day",14,"8","10",0.581,0.039
